url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,201,106
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,40,16
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,36,11
/SAP/e-mobility-charging-stations-simulator/tree/main,34,10
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,20,5
/sap/e-mobility-charging-stations-simulator,17,14
/SAP/e-mobility-charging-stations-simulator/issues,14,7
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,8,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src,7,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config-template.json,6,6
