url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,182,89
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,23,11
/sap/e-mobility-charging-stations-simulator,22,16
/SAP/e-mobility-charging-stations-simulator/issues,20,7
/SAP/e-mobility-charging-stations-simulator/tree/main,17,7
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets,15,6
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,13,8
/SAP/e-mobility-charging-stations-simulator/tree/main/src,10,7
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,7,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,7,4
