url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,130,92
/sap/e-mobility-charging-stations-simulator,24,15
/SAP/e-mobility-charging-stations-simulator/tree/main,21,10
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,15,12
/SAP/e-mobility-charging-stations-simulator/pulls,7,4
/SAP/e-mobility-charging-stations-simulator/issues,6,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/ui-protocol/Insomnia-CSSimulatorUIHTTPProtocol.json,6,3
/SAP/e-mobility-charging-stations-simulator/tree/main/docker,6,3
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,5,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,5,4
