url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,106,74
/sap/e-mobility-charging-stations-simulator,22,14
/SAP/e-mobility-charging-stations-simulator/tree/main,16,7
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,12,11
/SAP/e-mobility-charging-stations-simulator/issues,11,6
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,7,6
/SAP/e-mobility-charging-stations-simulator/pulls,6,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src,6,5
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/ui-protocol/Insomnia-CSSimulatorUIHTTPProtocol.json,5,4
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,4,3
