url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,140,80
/SAP/e-mobility-charging-stations-simulator/issues,20,8
/SAP/e-mobility-charging-stations-simulator/tree/main,19,8
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,18,10
/sap/e-mobility-charging-stations-simulator,17,12
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets,14,5
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,10,9
/SAP/e-mobility-charging-stations-simulator/tree/main/src,10,6
/SAP/e-mobility-charging-stations-simulator/tree/main/docker,7,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,5,3
