referrer,views_total,views_unique
github.com,106,35
Google,95,31
teams.public.onecdn.static.microsoft,20,7
chatgpt.com,10,5
search.sap.com,3,2
swishforgood.atlassian.net,2,2
Bing,1,1
app.clickup.com,1,1
terawattinfrastructure.atlassian.net,1,1
