url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,154,94
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,29,6
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,28,9
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,25,7
/sap/e-mobility-charging-stations-simulator,16,12
/SAP/e-mobility-charging-stations-simulator/tree/main,13,8
/SAP/e-mobility-charging-stations-simulator/issues,9,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config-template.json,7,5
/SAP/e-mobility-charging-stations-simulator/discussions,6,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src,6,3
