referrer,views_total,views_unique
Google,106,36
github.com,87,33
teams.public.onecdn.static.microsoft,21,8
chatgpt.com,10,5
Bing,2,2
swishforgood.atlassian.net,2,2
search.sap.com,2,1
app.clickup.com,1,1
terawattinfrastructure.atlassian.net,1,1
