url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,144,76
/SAP/e-mobility-charging-stations-simulator/tags,42,2
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,19,4
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,18,7
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,17,6
/sap/e-mobility-charging-stations-simulator,15,13
/SAP/e-mobility-charging-stations-simulator/issues,11,6
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config-template.json,8,4
/SAP/e-mobility-charging-stations-simulator/releases,6,4
/SAP/e-mobility-charging-stations-simulator/pull/2096,6,2
