url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,210,116
/sap/e-mobility-charging-stations-simulator,38,31
/SAP/e-mobility-charging-stations-simulator/tree/main,15,11
/SAP/e-mobility-charging-stations-simulator/issues,12,11
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,12,9
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,8,6
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,7,6
/SAP/e-mobility-charging-stations-simulator/pulls,6,6
/SAP/e-mobility-charging-stations-simulator/releases,6,3
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config-template.json,5,4
