url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,147,81
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,26,12
/SAP/e-mobility-charging-stations-simulator/issues,17,8
/SAP/e-mobility-charging-stations-simulator/tree/main,16,6
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,15,10
/sap/e-mobility-charging-stations-simulator,15,10
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets,15,6
/SAP/e-mobility-charging-stations-simulator/tree/main/src,8,5
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,6,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,6,4
