url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,132,80
/sap/e-mobility-charging-stations-simulator,33,24
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,28,18
/SAP/e-mobility-charging-stations-simulator/tree/main,13,9
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,11,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,9,4
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,8,5
/SAP/e-mobility-charging-stations-simulator/pulls,8,5
/SAP/e-mobility-charging-stations-simulator/releases,7,3
/SAP/e-mobility-charging-stations-simulator/issues,5,5
