url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,137,99
/sap/e-mobility-charging-stations-simulator,23,16
/SAP/e-mobility-charging-stations-simulator/tree/main,20,10
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,18,12
/SAP/e-mobility-charging-stations-simulator/issues,8,6
/SAP/e-mobility-charging-stations-simulator/pulls,7,5
/SAP/e-mobility-charging-stations-simulator/tree/main/docker,7,4
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,6,5
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,6,5
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/ui-protocol/Insomnia-CSSimulatorUIHTTPProtocol.json,6,3
