url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,122,86
/sap/e-mobility-charging-stations-simulator,27,17
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,14,11
/SAP/e-mobility-charging-stations-simulator/tree/main,14,8
/SAP/e-mobility-charging-stations-simulator/issues,9,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src,7,5
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/ui-protocol/Insomnia-CSSimulatorUIHTTPProtocol.json,7,4
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,6,5
/SAP/e-mobility-charging-stations-simulator/pulls,5,3
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,4,4
