url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,135,85
/sap/e-mobility-charging-stations-simulator,34,25
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,28,18
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,12,6
/SAP/e-mobility-charging-stations-simulator/tree/main,11,8
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,9,4
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,8,5
/SAP/e-mobility-charging-stations-simulator/releases,7,3
/SAP/e-mobility-charging-stations-simulator/pulls,6,4
/SAP/e-mobility-charging-stations-simulator/discussions,5,4
