url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,142,83
/sap/e-mobility-charging-stations-simulator,26,16
/SAP/e-mobility-charging-stations-simulator/tree/main,17,8
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,6,6
/SAP/e-mobility-charging-stations-simulator/tree/main/.github,6,2
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,5,4
/SAP/e-mobility-charging-stations-simulator/issues,5,4
/SAP/e-mobility-charging-stations-simulator/pulls,5,2
/SAP/e-mobility-charging-stations-simulator/blob/main/LICENSE,4,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src,4,4
