url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,176,94
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,27,14
/sap/e-mobility-charging-stations-simulator,19,13
/SAP/e-mobility-charging-stations-simulator/issues,18,6
/SAP/e-mobility-charging-stations-simulator/tree/main,16,6
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,15,10
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets,15,6
/SAP/e-mobility-charging-stations-simulator/tree/main/src,9,6
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,7,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src/assets/station-templates,7,4
