url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,201,106
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,29,17
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,24,10
/sap/e-mobility-charging-stations-simulator,18,15
/SAP/e-mobility-charging-stations-simulator/issues,18,9
/SAP/e-mobility-charging-stations-simulator/tree/main,17,6
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,13,2
/SAP/e-mobility-charging-stations-simulator/releases/tag/ocpp-server@v4.11.0,8,8
/SAP/e-mobility-charging-stations-simulator/pulls,8,7
/SAP/e-mobility-charging-stations-simulator/tree/main/src,6,4
