url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,194,102
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,33,17
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,28,12
/SAP/e-mobility-charging-stations-simulator/tree/main,19,7
/sap/e-mobility-charging-stations-simulator,18,15
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,16,4
/SAP/e-mobility-charging-stations-simulator/issues,15,8
/SAP/e-mobility-charging-stations-simulator/pulls,7,6
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config-template.json,5,5
/SAP/e-mobility-charging-stations-simulator/tree/main/docker,5,5
