url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,212,118
/sap/e-mobility-charging-stations-simulator,37,32
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,19,9
/SAP/e-mobility-charging-stations-simulator/tree/main,18,12
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,11,6
/SAP/e-mobility-charging-stations-simulator/issues,10,10
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,10,5
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,8,6
/SAP/e-mobility-charging-stations-simulator/pulls,7,7
/SAP/e-mobility-charging-stations-simulator/tree/main/docker,6,6
