url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,182,100
/sap/e-mobility-charging-stations-simulator,26,17
/SAP/e-mobility-charging-stations-simulator/tree/main,8,8
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,8,7
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,8,6
/SAP/e-mobility-charging-stations-simulator/issues,6,5
/SAP/e-mobility-charging-stations-simulator/releases,6,4
/SAP/e-mobility-charging-stations-simulator/commits/main,5,2
/SAP/e-mobility-charging-stations-simulator/blob/main/.github/copilot-instructions.md,4,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,4,4
