url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,144,84
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,18,7
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,16,7
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,16,4
/sap/e-mobility-charging-stations-simulator,11,11
/SAP/e-mobility-charging-stations-simulator/issues,11,6
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config-template.json,7,4
/SAP/e-mobility-charging-stations-simulator/blob/main/src/assets/config.json,6,4
/SAP/e-mobility-charging-stations-simulator/discussions,6,4
/SAP/e-mobility-charging-stations-simulator/releases,6,4
