url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,125,81
/sap/e-mobility-charging-stations-simulator,17,15
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,15,12
/SAP/e-mobility-charging-stations-simulator/issues,11,7
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,9,8
/SAP/e-mobility-charging-stations-simulator/pulls,7,5
/SAP/e-mobility-charging-stations-simulator/tree/main/src,7,5
/SAP/e-mobility-charging-stations-simulator/tree/main,6,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src/charging-station,4,4
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/cli/README.md,4,3
