url_path,views_total,views_unique
/SAP/e-mobility-charging-stations-simulator,150,84
/sap/e-mobility-charging-stations-simulator,28,19
/SAP/e-mobility-charging-stations-simulator/tree/main,17,8
/SAP/e-mobility-charging-stations-simulator/blob/main/ui/web/README.md,9,8
/SAP/e-mobility-charging-stations-simulator/blob/main/README.md,6,5
/SAP/e-mobility-charging-stations-simulator/pulls,6,3
/SAP/e-mobility-charging-stations-simulator/blob/main/LICENSE,4,4
/SAP/e-mobility-charging-stations-simulator/issues,4,4
/SAP/e-mobility-charging-stations-simulator/tree/main/src,4,4
/SAP/e-mobility-charging-stations-simulator/security,4,2
