referrer,views_total,views_unique
Google,110,40
github.com,96,34
teams.public.onecdn.static.microsoft,21,8
chatgpt.com,13,6
Bing,2,2
swishforgood.atlassian.net,2,2
search.sap.com,2,1
app.clickup.com,1,1
terawattinfrastructure.atlassian.net,1,1
